ID,Main,Location,Corporation,Href,Date
328,IT hálózati / biztonságtechnikai mérnök (LJS),Bicske,Tech People Hungary Kft.,https://www.profession.hu/allas/it-halozati-biztonsagtechnikai-mernok-ljs-tech-people-hungary-kft-bicske-2115861?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
329,Informatikus,"6000 Kecskemét, Daimler út 2.",DUVENBECK IMMO Kft.,https://www.profession.hu/allas/informatikus-duvenbeck-immo-kft-kecskemet-2126195?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
330,Rendszergazda és support munkatárs,"2142 Nagytarcsa, Csonka János utca 1/A.",Gloster Networks Kft.,https://www.profession.hu/allas/rendszergazda-es-support-munkatars-gloster-networks-kft-nagytarcsa-2111082?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
331,Incidens menedzser (LJK),"Budapest, IX. kerület",Tech People Hungary Kft.,https://www.profession.hu/allas/incidens-menedzser-ljk-tech-people-hungary-kft-budapest-2115849?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
332,Release manager (LJK),"Budapest, IX. kerület",Tech People Hungary Kft.,https://www.profession.hu/allas/release-manager-ljk-tech-people-hungary-kft-budapest-2115847?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
333,IT Site Coordinator,Győr,thyssenkrupp Components Technology Hungary Kft.,https://www.profession.hu/allas/it-site-coordinator-thyssenkrupp-components-technology-hungary-kft-gyor-2115862?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
334,C# fejlesztő - Budapest,Budapest,Semilab Zrt.,https://www.profession.hu/allas/c-fejleszto-budapest-semilab-zrt-budapest-2111901?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
335,C# fejlesztő - Remote,Budapest,Semilab Zrt.,https://www.profession.hu/allas/c-fejleszto-remote-semilab-zrt-budapest-2111902?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
336,C# fejlesztő - Szeged,Szeged,Semilab Zrt.,https://www.profession.hu/allas/c-fejleszto-szeged-semilab-zrt-szeged-2111900?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
337,SAP Basis Operation Services adminisztrátor,"9027 GYŐR, AUDI HUNGÁRIA út 1.",AUDI HUNGARIA Zrt.,https://www.profession.hu/allas/sap-basis-operation-services-adminisztrator-audi-hungaria-zrt-gyor-2111882?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
338,IT PMO Vezető (erős IT tudással),Budapest,KÉSZ Consulting Kft.,https://www.profession.hu/allas/it-pmo-vezeto-eros-it-tudassal-kesz-consulting-kft-2115850?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
339,DevOps Engineer - Networking field (REF222U),"Budapest, Hungary",Deutsche Telekom IT Solutions,https://www.profession.hu/allas/devops-engineer-networking-field-ref-u-deutsche-telekom-it-solutions-2115844?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
340,DevOps Engineer (VNI1- EDG_BNG) (REF219H),"Budapest, Hungary",Deutsche Telekom IT Solutions,https://www.profession.hu/allas/devops-engineer-vni-edg-bng-ref-h-deutsche-telekom-it-solutions-2115841?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
341,DevOps Engineer (VNI 1 NNA_ACC Squad) (REF220B),"Budapest, Hungary",Deutsche Telekom IT Solutions,https://www.profession.hu/allas/devops-engineer-vni-nna-acc-squad-ref-b-deutsche-telekom-it-solutions-2115842?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
342,DevOps Engineer EDG (TECHNIK HU/ VNI) (REF216Y),"Budapest, Hungary",Deutsche Telekom IT Solutions,https://www.profession.hu/allas/devops-engineer-edg-technik-hu-vni-ref-y-deutsche-telekom-it-solutions-2115840?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
343,Üzleti elemző,Budapest,energo hungary Kft.,https://www.profession.hu/allas/uzleti-elemzo-energo-hungary-kft-2118416?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
344,Windows Rendszergazda,"1044 Budapest, Váci út 97.",Perfect-IT Services Kft.,https://www.profession.hu/allas/windows-rendszergazda-perfect-it-services-kft-budapest-2111870?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
345,Software Tester,Budapest,Deloitte Zrt.,https://www.profession.hu/allas/software-tester-deloitte-zrt-2118576?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
346,SAP Tanácsadó / Fejlesztő,Baranya megye,adesso orange Kft.,https://www.profession.hu/allas/sap-tanacsado-fejleszto-adesso-orange-kft-2111849?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
347,ERP konzulens,Budapest,ISYS-ON Informatikai Tanácsadó Kft.,https://www.profession.hu/allas/erp-konzulens-isys-on-informatikai-tanacsado-kft-2125166?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
348,Technology Assurance Consultant (Medior/Senior),Budapest,KPMG TANÁCSADÓ KFT.,https://www.profession.hu/allas/technology-assurance-consultant-medior-senior-kpmg-tanacsado-kft-2111839?sessionId=2a9db4b04157708eff0a09e84daab928,2023-03-21
