ID,Main,Location,Corporation,Href
0,IT Rendszeradminsztrátor,Bercel,NIDEC GPM HUNGARY Kft.,/allas/it_rendszeradminsztrator/RG-7041#adtype=dirOA
1,.Net fejlesztő,Budapest,HVG Kiadó Zrt.,/allas/net_fejleszto/MO-6652#adtype=dirOA
2,IT kontroller,Budapest,BKV Zrt.,/allas/it_kontroller/XQ-4102#adtype=dirCU
3,FRANCIA NYELVŰ NEMZETKÖZI KAPCSOLATTARTÓ,Budapest,HumanField Kft.,/allas/francia_nyelvu_nemzetkozi_kapcsolattarto/VR-5906#adtype=indOA
4,NÉMET NYELVŰ NEMZETKÖZI KAPCSOLATTARTÓ (16-2052),Budapest,HumanField Kft.,/allas/nemet_nyelvu_nemzetkozi_kapcsolattarto_16_2052/WA-5967#adtype=indOA
5,PHP Developer,Budapest,NEMATECH Kft.,/allas/php_developer/IS-9847#adtype=dirOA
6,SZOFTVER TÁMOGATÓ,Gödöllő,HumanField Kft.,/allas/szoftver_tamogato/SV-8474#adtype=indOA
7,Szoftver Fejlesztő,Budapest,R-Szoft Kft.,/allas/szoftver_fejleszto/LA-4148#adtype=dirOA
8,GYENGEÁRAMÚ HÁLÓZATTELEPITŐ,Budapest,Best Hunters Tanácsadó Iroda,/allas/gyengearamu_halozattelepito/HA-9138#adtype=indOA
9,Ügyféltámogató informatikus,Budapest,ELTE Kancellária Emberi Erőforrás Igazgatóság,/allas/ugyfeltamogato_informatikus/TS-9605#adtype=dirOA
10,Távközlési szakember,Budapest,BKV Zrt.,/allas/tavkozlesi_szakember/LS-0685#adtype=dirCU
11,Távközlési végberendezés üzemeltető,Budapest,BKV Zrt.,/allas/tavkozlesi_vegberendezes_uzemelteto/RO-0480#adtype=dirCU
12,Szoftver fejlesztő,Budapest,CompLOG MRC Kft.,/allas/szoftver_fejleszto/XG-7798#adtype=dirOA
13,Rendszergazda - Rendszerüzemeltető,Győr,Uninet Stúdió Kft.,/allas/rendszergazda_rendszeruzemelteto/BA-2804#adtype=dirOA
14,IT support,Budapest,CompLOG MRC Kft.,/allas/it_support/UC-6213#adtype=dirOA
15,Automation Tester (REF1033G),Budapest,Deutsche Telekom IT Solutions,/allas/automation_tester_ref1033g/PM-6831#adtype=dirCU
16,Cloud Application Operation,Budapest,Deutsche Telekom IT Solutions,/allas/cloud_application_operation/BT-5755#adtype=dirCU
17,Senior Security Consultant (REF1365Q),Budapest,Deutsche Telekom IT Solutions,/allas/senior_security_consultant_ref1365q/LB-7358#adtype=dirCU
18,Software Safety Engineer,Budapest,Thyssenkrupp,/allas/software_safety_engineer/CH-9990#adtype=dirCU
19,AWS Data Architect - REF339V,Budapest,Deutsche Telekom IT Solutions,/allas/aws_data_architect_ref339v/SB-6335#adtype=dirCU
20,People Lead - Devops (REF1105J),Budapest,Deutsche Telekom IT Solutions,/allas/people_lead_devops_ref1105j/YL-9534#adtype=dirCU
21,Developer (REF1307I),Budapest,Deutsche Telekom IT Solutions,/allas/developer_ref1307i/GK-8222#adtype=dirCU
22,Python Developer (REF260N),Debrecen,Deutsche Telekom IT Solutions,/allas/python_developer_ref260n/ML-7772#adtype=dirCU
23,Tapasztalt Frontend Fejlesztő (REF155V),Budapest,Deutsche Telekom IT Solutions,/allas/tapasztalt_frontend_fejleszto_ref155v/WT-4527#adtype=dirCU
24,DevOps Engineer ARD (TECHNIK HU/ VNI) (REF217J),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_ard_technik_hu_vni_ref217j/AC-0067#adtype=dirCU
25,Operation Manager Agile (PowerPlatform) (REF1408G),Budapest,Deutsche Telekom IT Solutions,/allas/operation_manager_agile_powerplatform_ref1408g/YL-1464#adtype=dirCU
26,Head of Team (Open Telekom Cloud) - REF1229O,Budapest,Deutsche Telekom IT Solutions,/allas/head_of_team_open_telekom_cloud_ref1229o/OB-6606#adtype=dirCU
27,Software engineer team lead,Budapest,Randstad Hungary Kft,/allas/software_engineer_team_lead/IG-8638#adtype=indCU
28,GCP (Google Cloud Platform) Consultant - REF142Z,Budapest,Deutsche Telekom IT Solutions,/allas/gcp_google_cloud_platform_consultant_ref142z/RR-2987#adtype=dirCU
29,Incident responder (cert) ref68o,Budapest,Deutsche Telekom IT Solutions,/allas/incident_responder_cert_ref68o/QB-4952#adtype=dirCU
30,BSS Tester (REF1034E),Budapest,Deutsche Telekom IT Solutions,/allas/bss_tester_ref1034e/JI-8435#adtype=dirCU
31,Senior Software Engineer,Budapest,Thyssenkrupp,/allas/senior_software_engineer/FY-2042#adtype=dirCU
32,Security Analyst (REF92A),Budapest,Deutsche Telekom IT Solutions,/allas/security_analyst_ref92a/IP-7970#adtype=dirCU
33,"Management Support Consultant - Business Area, Private Cloud & Platform Services (m/w/d) (REF1439H)",Budapest,Deutsche Telekom IT Solutions,/allas/management_support_consultant_business_area_private_cloud_platform_services_mwd_ref1439h/RA-0946#adtype=dirCU
34,Medior Backend fejlesztő német nyelvtudással (REF954Z),Budapest,Deutsche Telekom IT Solutions,/allas/medior_backend_fejleszto_nemet_nyelvtudassal_ref954z/BY-7611#adtype=dirCU
35,Experienced IT Architect for Software Engineering (REF1435M),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_it_architect_for_software_engineering_ref1435m/SX-2550#adtype=dirCU
36,Szabályozástechnikai mérnök - Kutatás és előfejlesztés,Budapest,Thyssenkrupp,/allas/szabalyozastechnikai_mernok_kutatas_es_elofejlesztes/OM-3044#adtype=dirCU
37,Szoftver projektvezető,Budapest,Thyssenkrupp,/allas/szoftver_projektvezeto/AC-4992#adtype=dirCU
38,Applikációs funkciófejlesztő mérnök (MATLAB/Simulink),Budapest,Thyssenkrupp,/allas/applikacios_funkciofejleszto_mernok_matlabsimulink/XD-6392#adtype=dirCU
39,Service Desk Agent Trainee (REF1235I),Debrecen,Deutsche Telekom IT Solutions,/allas/service_desk_agent_trainee_ref1235i/UK-7806#adtype=dirCU
40,Operation Manager (OPM) (REF902W),Budapest,Deutsche Telekom IT Solutions,/allas/operation_manager_opm_ref902w/ZZ-0953#adtype=dirCU
41,Tapasztalt tesztelő német nyelvtudással (REF126D),Budapest,Deutsche Telekom IT Solutions,/allas/tapasztalt_tesztelo_nemet_nyelvtudassal_ref126d/DA-9574#adtype=dirCU
42,Rendszerintegrációs mérnök,Budapest,Thyssenkrupp,/allas/rendszerintegracios_mernok/CN-7864#adtype=dirCU
43,Szoftver tesztautomatizáló mérnök (Győr),Győr,Thyssenkrupp,/allas/szoftver_tesztautomatizalo_mernok_gyor/RH-4746#adtype=dirCU
44,Szoftver tesztautomatizáló mérnök (biztonságkritikus diagnosztika),Budapest,Thyssenkrupp,/allas/szoftver_tesztautomatizalo_mernok_biztonsagkritikus_diagnosztika/OR-3573#adtype=dirCU
45,Technical Process Specialist (REF705I),Budapest,Deutsche Telekom IT Solutions,/allas/technical_process_specialist_ref705i/LQ-6193#adtype=dirCU
46,Hardverfejlesztő mérnök (Veszprém),Veszprém,Thyssenkrupp,/allas/hardverfejleszto_mernok_veszprem/LV-3234#adtype=dirCU
47,Medior/Senior Test Automation Engineer,Budapest,Randstad Hungary Kft,/allas/mediorsenior_test_automation_engineer/EU-9428#adtype=indCU
48,Senior Project Manager (REF1450G),Budapest,Deutsche Telekom IT Solutions,/allas/senior_project_manager_ref1450g/PC-2441#adtype=dirCU
49,Experienced/Senior Data Engineer (REF1343L),Budapest,Deutsche Telekom IT Solutions,/allas/experiencedsenior_data_engineer_ref1343l/OH-5190#adtype=dirCU
50,AWS Data Architect - REF339V,Budapest,Deutsche Telekom IT Solutions,/allas/aws_data_architect_ref339v/RK-2748#adtype=dirCU
51,Szerver és hálózat rendszeradminisztrátor - Server and Network administrator,Budapest,Randstad Hungary Kft,/allas/szerver_es_halozat_rendszeradminisztrator_server_and_network_administrator/EN-7790#adtype=indCU
52,Azure Platform Engineer (REF62K),Budapest,Deutsche Telekom IT Solutions,/allas/azure_platform_engineer_ref62k/HA-8707#adtype=dirCU
53,Gyakornok - adminisztratív feladatok (REF1517G),Budapest,Deutsche Telekom IT Solutions,/allas/gyakornok_adminisztrativ_feladatok_ref1517g/MP-5296#adtype=dirCU
54,Software Engineer on network field (REF223C),Budapest,Deutsche Telekom IT Solutions,/allas/software_engineer_on_network_field_ref223c/FU-3899#adtype=dirCU
55,Service Now Developer (REF86R),Budapest,Deutsche Telekom IT Solutions,/allas/service_now_developer_ref86r/WB-9031#adtype=dirCU
56,Operations Manager EDI (REF513Z),Budapest,Deutsche Telekom IT Solutions,/allas/operations_manager_edi_ref513z/XQ-0736#adtype=dirCU
57,"HARDWARE MÉRNÖK - FEJLESZTÉS, GYÁRTÁSTÁMOGATÁS (Pályakezdők jelentkezését is várjuk!)",Veszprém,IMPC Personnel Hungária Kft.,/allas/hardware_mernok_fejlesztes_gyartastamogatas_palyakezdok_jelentkezeset_is_varjuk/ID-6617#adtype=indCU
58,Experienced Fullstack Developer (REF1022I),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_fullstack_developer_ref1022i/RO-7878#adtype=dirCU
59,Software Engineer (Java/Microservices) (REF274B),Budapest,Deutsche Telekom IT Solutions,/allas/software_engineer_javamicroservices_ref274b/DH-4297#adtype=dirCU
60,Azure Platform Engineer (REF62K),Budapest,Deutsche Telekom IT Solutions,/allas/azure_platform_engineer_ref62k/JE-2329#adtype=dirCU
61,Senior Network Architect (Open Telekom Cloud) - REF482J,Budapest,Deutsche Telekom IT Solutions,/allas/senior_network_architect_open_telekom_cloud_ref482j/ZM-2565#adtype=dirCU
62,Szoftverintegrációs mérnök (automatizáció),Budapest,Thyssenkrupp,/allas/szoftverintegracios_mernok_automatizacio/YB-4620#adtype=dirCU
63,Szoftver tesztautomatizáló mérnök (Veszprém),Veszprém,Thyssenkrupp,/allas/szoftver_tesztautomatizalo_mernok_veszprem/FR-4302#adtype=dirCU
64,Cloud Portal Developer (Microsoft Azure) (REF730S),Budapest,Deutsche Telekom IT Solutions,/allas/cloud_portal_developer_microsoft_azure_ref730s/RT-8375#adtype=dirCU
65,Németül beszélő Customer Service Specialist (REF1256T),Debrecen,Deutsche Telekom IT Solutions,/allas/nemetul_beszelo_customer_service_specialist_ref1256t/IY-6912#adtype=dirCU
66,Cloud Engineer (Azure),Budapest,Randstad Hungary Kft,/allas/cloud_engineer_azure/NE-6705#adtype=indCU
67,COGNOS expert (REF1469X),Budapest,Deutsche Telekom IT Solutions,/allas/cognos_expert_ref1469x/WI-2075#adtype=dirCU
68,"Microsoft Application Administrator - Skype for Business, Teams (REF974Y)",Budapest,Deutsche Telekom IT Solutions,/allas/microsoft_application_administrator_skype_for_business_teams_ref974y/CM-8422#adtype=dirCU
69,Application Administrator (Patch management) (REF1471N),Budapest,Deutsche Telekom IT Solutions,/allas/application_administrator_patch_management_ref1471n/US-0593#adtype=dirCU
70,SAP Consultant (PP),Magyarország,Randstad Hungary Kft,/allas/sap_consultant_pp/GT-2966#adtype=indCU
71,Technical Process Specialist - Networking field (REF1481Y),Debrecen,Deutsche Telekom IT Solutions,/allas/technical_process_specialist_networking_field_ref1481y/GN-9083#adtype=dirCU
72,Szoftverfejlesztési csapatvezető (Veszprém),Veszprém,Thyssenkrupp,/allas/szoftverfejlesztesi_csapatvezeto_veszprem/CW-8519#adtype=dirCU
73,Rollout coordinator - automation - REF410H,Budapest,Deutsche Telekom IT Solutions,/allas/rollout_coordinator_automation_ref410h/DG-1412#adtype=dirCU
74,DevOps Engineer (VNI 1 NNA_ACC Squad) (REF220B),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_vni_1_nnaacc_squad_ref220b/QW-8639#adtype=dirCU
75,DevOps Engineer (REF215M),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_ref215m/BK-2511#adtype=dirCU
76,Operations Manager EDI (REF513Z),Budapest,Deutsche Telekom IT Solutions,/allas/operations_manager_edi_ref513z/EB-0348#adtype=dirCU
77,Frontend fejlesztő (REF731J),Budapest,Deutsche Telekom IT Solutions,/allas/frontend_fejleszto_ref731j/RM-3344#adtype=dirCU
78,Repl//MS Dynamics 365 Fejlesztő,Budapest,Deutsche Telekom IT Solutions,/allas/replms_dynamics_365_fejleszto/IP-9679#adtype=dirCU
79,Senior Engineer Security and Forensics (OTC) - REF761L,Budapest,Deutsche Telekom IT Solutions,/allas/senior_engineer_security_and_forensics_otc_ref761l/ZT-2338#adtype=dirCU
80,Technical Incident Manager (REF84R),Budapest,Deutsche Telekom IT Solutions,/allas/technical_incident_manager_ref84r/UO-7741#adtype=dirCU
81,Szoftverfejlesztő mérnök - beágyazott rendszerekhez (Veszprém),Veszprém,Thyssenkrupp,/allas/szoftverfejleszto_mernok_beagyazott_rendszerekhez_veszprem/LW-8283#adtype=dirCU
82,Alkalmazás üzemeltető Java fejlesztői tapasztalattal (REF984T),Budapest,Deutsche Telekom IT Solutions,/allas/alkalmazas_uzemelteto_java_fejlesztoi_tapasztalattal_ref984t/TO-6825#adtype=dirCU
83,DevOps Engineer,Magyarország,Deutsche Telekom IT Solutions,/allas/devops_engineer/QM-6475#adtype=dirCU
84,Cloud Architect in Azure Engineering - REF477J,Budapest,Deutsche Telekom IT Solutions,/allas/cloud_architect_in_azure_engineering_ref477j/QF-8811#adtype=dirCU
85,Experienced Network Architect (REF245U),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_network_architect_ref245u/UV-5681#adtype=dirCU
86,"Tesztberendezés fejlesztő szoftvermérnök (labview, angol)",Veszprém,IMPC Personnel Hungária Kft.,/allas/tesztberendezes_fejleszto_szoftvermernok_labview_angol/KG-3206#adtype=indCU
87,ABAP Developer,Budapest,Thyssenkrupp,/allas/abap_developer/UQ-6132#adtype=dirCU
88,DevOps Engineer - Networking field (REF222U),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_networking_field_ref222u/QX-8461#adtype=dirCU
89,Cloud Software Engineer (with .NET),Budapest,Randstad Hungary Kft,/allas/cloud_software_engineer_with_net/RP-2019#adtype=indCU
90,Kubernetes Specialist (AWS) - REF141L,Budapest,Deutsche Telekom IT Solutions,/allas/kubernetes_specialist_aws_ref141l/VQ-4463#adtype=dirCU
91,Technical Service Provisioner (REF708E),Budapest,Deutsche Telekom IT Solutions,/allas/technical_service_provisioner_ref708e/JS-2824#adtype=dirCU
92,Java Szoftverfejlesztő (REF732W),Budapest,Deutsche Telekom IT Solutions,/allas/java_szoftverfejleszto_ref732w/BC-4371#adtype=dirCU
93,Java Architect - Software Architect - PLM area (REF399Q),Budapest,Deutsche Telekom IT Solutions,/allas/java_architect_software_architect_plm_area_ref399q/FO-8944#adtype=dirCU
94,DevOps Engineer-Optical Field (REF1457C),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_optical_field_ref1457c/UW-9883#adtype=dirCU
95,Operation Manager Agile (PowerBI) (REF1406L),Budapest,Deutsche Telekom IT Solutions,/allas/operation_manager_agile_powerbi_ref1406l/SM-8390#adtype=dirCU
96,NFT Tester (REF1042Y),Budapest,Deutsche Telekom IT Solutions,/allas/nft_tester_ref1042y/ZR-8534#adtype=dirCU
97,Senior PLM / ALM Application Engineer,Budapest,Thyssenkrupp,/allas/senior_plm_alm_application_engineer/LO-1388#adtype=dirCU
98,Alkalmazás üzemeltető német nyelvtudással (REF1340X),Budapest,Deutsche Telekom IT Solutions,/allas/alkalmazas_uzemelteto_nemet_nyelvtudassal_ref1340x/AF-9415#adtype=dirCU
99,SAP akadémia 2023 (REF1387G),Budapest,Deutsche Telekom IT Solutions,/allas/sap_akademia_2023_ref1387g/MC-6229#adtype=dirCU
100,IT Architect for Software Engineering,Budapest,Deutsche Telekom IT Solutions,/allas/it_architect_for_software_engineering/UX-7586#adtype=dirCU
101,System Engineer - experienced (REF1324E),Budapest,Deutsche Telekom IT Solutions,/allas/system_engineer_experienced_ref1324e/HN-2238#adtype=dirCU
102,Service Delivery Manager (IT Security) (REF192G),Budapest,Deutsche Telekom IT Solutions,/allas/service_delivery_manager_it_security_ref192g/WM-8892#adtype=dirCU
103,Hardver és szoftver integrációs tesztmérnök,Budapest,Thyssenkrupp,/allas/hardver_es_szoftver_integracios_tesztmernok/MT-7400#adtype=dirCU
104,DevOps Engineer EDG (TECHNIK HU/ VNI) (REF216Y),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_edg_technik_hu_vni_ref216y/KX-6038#adtype=dirCU
105,BSS Tester (REF1034E),Budapest,Deutsche Telekom IT Solutions,/allas/bss_tester_ref1034e/GR-3465#adtype=dirCU
106,Solution Engineer with DevOps (REF304U),Budapest,Deutsche Telekom IT Solutions,/allas/solution_engineer_with_devops_ref304u/ET-4565#adtype=dirCU
107,Developer (REF1420Z),Budapest,Deutsche Telekom IT Solutions,/allas/developer_ref1420z/LX-2086#adtype=dirCU
108,Devops fejlesztő/üzemeltető (REF170P),Budapest,Deutsche Telekom IT Solutions,/allas/devops_fejlesztouzemelteto_ref170p/PQ-2556#adtype=dirCU
109,Fullstack Developer - REF1483O,Budapest,Deutsche Telekom IT Solutions,/allas/fullstack_developer_ref1483o/OR-1809#adtype=dirCU
110,Application Administrator - Azure Operations Manager,Budapest,Deutsche Telekom IT Solutions,/allas/application_administrator_azure_operations_manager/DT-2012#adtype=dirCU
111,Gyakornok Internal IT területre,Szeged,Deutsche Telekom IT Solutions,/allas/gyakornok_internal_it_teruletre/PW-0865#adtype=dirCU
112,Hálózatépítő,Budapest,Randstad Hungary Kft,/allas/halozatepito/DN-1352#adtype=indCU
113,AWS Consultant - REF343F,Budapest,Deutsche Telekom IT Solutions,/allas/aws_consultant_ref343f/DN-1229#adtype=dirCU
114,Frontend Developer (Core media),Budapest,Deutsche Telekom IT Solutions,/allas/frontend_developer_core_media/ED-7746#adtype=dirCU
115,Application Administrator Trainee,Budapest,Deutsche Telekom IT Solutions,/allas/application_administrator_trainee/LX-6230#adtype=dirCU
116,Cloud Architect (Open Telecom Cloud) - REF1377P,Budapest,Deutsche Telekom IT Solutions,/allas/cloud_architect_open_telecom_cloud_ref1377p/ST-7825#adtype=dirCU
117,Lead Java Developer (REF883E),Budapest,Deutsche Telekom IT Solutions,/allas/lead_java_developer_ref883e/JU-9127#adtype=dirCU
118,Magenta View - Backend developer (REF1195A),Budapest,Deutsche Telekom IT Solutions,/allas/magenta_view_backend_developer_ref1195a/DZ-0136#adtype=dirCU
119,Solution Engineer,Budapest,Deutsche Telekom IT Solutions,/allas/solution_engineer/CE-3644#adtype=dirCU
120,Azure Migration Engineer - REF479F,Budapest,Deutsche Telekom IT Solutions,/allas/azure_migration_engineer_ref479f/GW-1203#adtype=dirCU
121,Experienced report designer(REF681T),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_report_designer_ref681t/PM-9702#adtype=dirCU
122,DevOps Engineer,Budapest,Thyssenkrupp,/allas/devops_engineer/VS-1139#adtype=dirCU
123,Hardverfejlesztő mérnök,Budapest,Randstad Hungary Kft,/allas/hardverfejleszto_mernok/BX-9097#adtype=indCU
124,Junior Solution Engineer - Container Operation (REF942I),Budapest,Deutsche Telekom IT Solutions,/allas/junior_solution_engineer_container_operation_ref942i/HJ-6399#adtype=dirCU
125,BI gyakornok (REF417C),Budapest,Deutsche Telekom IT Solutions,/allas/bi_gyakornok_ref417c/QH-5315#adtype=dirCU
126,ServiceNow Business Analyst (REF189R),Budapest,Deutsche Telekom IT Solutions,/allas/servicenow_business_analyst_ref189r/RC-1218#adtype=dirCU
127,Németül és angolul beszélő ügyfélkapcsolati munkatárs (REF1211K),Debrecen,Deutsche Telekom IT Solutions,/allas/nemetul_es_angolul_beszelo_ugyfelkapcsolati_munkatars_ref1211k/PR-3973#adtype=dirCU
128,DevOps Engineer for Cloud of Things (REF542I),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_for_cloud_of_things_ref542i/SG-3825#adtype=dirCU
129,Network engineer (Cisco),Budapest,Thyssenkrupp,/allas/network_engineer_cisco/BO-4310#adtype=dirCU
130,Data Engineer for IoT (REF1449L),Budapest,Deutsche Telekom IT Solutions,/allas/data_engineer_for_iot_ref1449l/VC-0019#adtype=dirCU
131,Content developer in e-learning/Instructional designer - REF570E,Budapest,Deutsche Telekom IT Solutions,/allas/content_developer_in_e_learninginstructional_designer_ref570e/HQ-7803#adtype=dirCU
132,Security Solution Administrator - EPP (REF1410K),Budapest,Deutsche Telekom IT Solutions,/allas/security_solution_administrator_epp_ref1410k/SC-5283#adtype=dirCU
133,System project leader,Budapest,Thyssenkrupp,/allas/system_project_leader/HC-2675#adtype=dirCU
134,Process and Service Management (REF125F),Budapest,Deutsche Telekom IT Solutions,/allas/process_and_service_management_ref125f/DT-0240#adtype=dirCU
135,Szoftverintegrációs mérnök (automatizáció),Budapest,Thyssenkrupp,/allas/szoftverintegracios_mernok_automatizacio/OS-6695#adtype=dirCU
136,German speaking IT Security Advisor (REF1513T),Budapest,Deutsche Telekom IT Solutions,/allas/german_speaking_it_security_advisor_ref1513t/TT-3847#adtype=dirCU
137,Medior Java fejlesztő (REF1492A),Budapest,Deutsche Telekom IT Solutions,/allas/medior_java_fejleszto_ref1492a/WC-6373#adtype=dirCU
138,Senior Frontend Developer,Budapest,Thyssenkrupp,/allas/senior_frontend_developer/RA-4075#adtype=dirCU
139,Java Developer for Cloud of Things (REF521E),Budapest,Deutsche Telekom IT Solutions,/allas/java_developer_for_cloud_of_things_ref521e/SM-6874#adtype=dirCU
140,Senior English speaking Scrum Master (REF1057S),Budapest,Deutsche Telekom IT Solutions,/allas/senior_english_speaking_scrum_master_ref1057s/TN-1310#adtype=dirCU
141,Quality Manager - IT Software Development Project (REF1404I),Budapest,Deutsche Telekom IT Solutions,/allas/quality_manager_it_software_development_project_ref1404i/WD-0580#adtype=dirCU
142,Application Support Engineer,Budapest,Thyssenkrupp,/allas/application_support_engineer/FE-4311#adtype=dirCU
143,Technical Incident Manager (REF84R),Budapest,Deutsche Telekom IT Solutions,/allas/technical_incident_manager_ref84r/EK-7127#adtype=dirCU
144,Process Manager - Software engineering (REF541Q),Budapest,Deutsche Telekom IT Solutions,/allas/process_manager_software_engineering_ref541q/SQ-6483#adtype=dirCU
145,Alkalmazás üzemeltető Java fejlesztői tapasztalattal (REF984T),Debrecen,Deutsche Telekom IT Solutions,/allas/alkalmazas_uzemelteto_java_fejlesztoi_tapasztalattal_ref984t/MB-3010#adtype=dirCU
146,"Microsoft Application Administrator - Skype for Business, Teams (REF974Y)",Budapest,Deutsche Telekom IT Solutions,/allas/microsoft_application_administrator_skype_for_business_teams_ref974y/JS-5858#adtype=dirCU
147,Developer (REF1307I),Budapest,Deutsche Telekom IT Solutions,/allas/developer_ref1307i/KB-1388#adtype=dirCU
148,Safety Manager,Budapest,Thyssenkrupp,/allas/safety_manager/XR-1211#adtype=dirCU
149,Hardverfejlesztési folyamatgazda,Budapest,Thyssenkrupp,/allas/hardverfejlesztesi_folyamatgazda/XZ-5477#adtype=dirCU
150,Cloud Engineer - Linux (REF1144J),Budapest,Deutsche Telekom IT Solutions,/allas/cloud_engineer_linux_ref1144j/LU-5902#adtype=dirCU
151,Technical Product Manager for HR projects - REF1494J,Budapest,Deutsche Telekom IT Solutions,/allas/technical_product_manager_for_hr_projects_ref1494j/IM-0047#adtype=dirCU
152,Cyber Security Analyst Tier2 (REF196L),Budapest,Deutsche Telekom IT Solutions,/allas/cyber_security_analyst_tier2_ref196l/BP-8726#adtype=dirCU
153,Automotive üzemeltető (Alkalmazás üzemeltető) (REF920M),Budapest,Deutsche Telekom IT Solutions,/allas/automotive_uzemelteto_alkalmazas_uzemelteto_ref920m/TI-9977#adtype=dirCU
154,DevOps Engineer EDG (TECHNIK HU/ VNI) (REF216Y),Budapest,Deutsche Telekom IT Solutions,/allas/devops_engineer_edg_technik_hu_vni_ref216y/KU-3923#adtype=dirCU
155,API Developer (REF1084X),Budapest,Deutsche Telekom IT Solutions,/allas/api_developer_ref1084x/IG-5281#adtype=dirCU
156,Automation Developer – Migration area,Budapest,Deutsche Telekom IT Solutions,/allas/automation_developer_migration_area/SL-9949#adtype=dirCU
157,Change Manager (REF1395D) - German and English Speaking,Budapest,Deutsche Telekom IT Solutions,/allas/change_manager_ref1395d_german_and_english_speaking/VR-7087#adtype=dirCU
158,AWS Architect - REF341L,Budapest,Deutsche Telekom IT Solutions,/allas/aws_architect_ref341l/KG-7116#adtype=dirCU
159,Lead Incident Manager - experienced (REF1210J),Budapest,Deutsche Telekom IT Solutions,/allas/lead_incident_manager_experienced_ref1210j/PR-8633#adtype=dirCU
160,Software Engineer in networking Lab enviroment (TC Core/Technik HU) (REF225Q),Budapest,Deutsche Telekom IT Solutions,/allas/software_engineer_in_networking_lab_enviroment_tc_coretechnik_hu_ref225q/AO-3733#adtype=dirCU
161,Technical Process Specialist - Networking field (REF1481Y),Debrecen,Deutsche Telekom IT Solutions,/allas/technical_process_specialist_networking_field_ref1481y/LC-6755#adtype=dirCU
162,Szoftvertesztelő (experienced/senior) angol nyelvtudással (REF1392I),Budapest,Deutsche Telekom IT Solutions,/allas/szoftvertesztelo_experiencedsenior_angol_nyelvtudassal_ref1392i/FE-3567#adtype=dirCU
163,Machine Learning Operations (MLOps) Engineer (REF692A),Budapest,Deutsche Telekom IT Solutions,/allas/machine_learning_operations_mlops_engineer_ref692a/DQ-9012#adtype=dirCU
164,Cloud Architect (REF891C),Budapest,Deutsche Telekom IT Solutions,/allas/cloud_architect_ref891c/DO-4566#adtype=dirCU
165,Solution Engineer - SD-WAN (REF1496Z),Budapest,Deutsche Telekom IT Solutions,/allas/solution_engineer_sd_wan_ref1496z/MG-2442#adtype=dirCU
166,IT specialista vagyok és a DT-ITS-nél szeretnék dolgozni,Budapest,Deutsche Telekom IT Solutions,/allas/it_specialista_vagyok_es_a_dt_its_nel_szeretnek_dolgozni/CD-3362#adtype=dirCU
167,Senior alkalmazás üzemeltető - Mainframe (REF121Q),Budapest,Deutsche Telekom IT Solutions,/allas/senior_alkalmazas_uzemelteto_mainframe_ref121q/FJ-8258#adtype=dirCU
168,Software Developer (Core Media) (REF273X),Budapest,Deutsche Telekom IT Solutions,/allas/software_developer_core_media_ref273x/BX-7484#adtype=dirCU
169,IT Quality and Process Manager (REF1402R),Budapest,Deutsche Telekom IT Solutions,/allas/it_quality_and_process_manager_ref1402r/RR-9438#adtype=dirCU
170,Senior Scrum Master (REF1047W),Budapest,Deutsche Telekom IT Solutions,/allas/senior_scrum_master_ref1047w/EN-0719#adtype=dirCU
171,German and English speaking Security Manager – BCM/ECM (REF889T),Budapest,Deutsche Telekom IT Solutions,/allas/german_and_english_speaking_security_manager_bcmecm_ref889t/OB-9376#adtype=dirCU
172,Experienced IT Architect for Software Engineering (REF1435M),Budapest,Deutsche Telekom IT Solutions,/allas/experienced_it_architect_for_software_engineering_ref1435m/HF-2463#adtype=dirCU
173,Qlik Sense/ Qlik View Developer,Budapest,Deutsche Telekom IT Solutions,/allas/qlik_sense_qlik_view_developer/YY-6218#adtype=dirCU
174,MS Dynamics 365 Fejlesztő (REF395H),Budapest,Deutsche Telekom IT Solutions,/allas/ms_dynamics_365_fejleszto_ref395h/UT-7359#adtype=dirCU
175,Cyber Security Analyst Tier2 (REF196L),Budapest,Deutsche Telekom IT Solutions,/allas/cyber_security_analyst_tier2_ref196l/KR-2291#adtype=dirCU
176,Fullstack developer (AFC),Budapest,Deutsche Telekom IT Solutions,/allas/fullstack_developer_afc/DX-9978#adtype=dirCU
177,Backend Developer (AFC) (REF1179E) RPO R,Budapest,Deutsche Telekom IT Solutions,/allas/backend_developer_afc_ref1179e_rpo_r/UH-9969#adtype=dirCU
178,Automation Tester (REF1033G),Budapest,Deutsche Telekom IT Solutions,/allas/automation_tester_ref1033g/GV-4868#adtype=dirCU
